PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC10250785,"To a mixture of EDC.HCl (0.288 g, 1.50 mmol), HOBt (0.203 g, 1.50 mmol), and DIPEA (0.523 mL, 3.00 mmol) in anhydrous DMF (5 mL) was added 4-(allyloxy)-3-isopropoxybenzoic acid (177 mg, 0.750 mmol). After stirring for 5 min at r.t., methyl 4-hydroxy-isopropoxybenzoate was added (105 mg, 0.5 mmol). The reaction was stirred at r.t. for 5 h, and, following completion, the crude product was extracted using ethyl acetate (3 × 10 mL). The combined organic layers were washed with LiCl solution (3 × 15 mL), Na2CO3 (3 × 15 mL), and brine (3 × 15 mL), and the resulting solution concentrated in vacuo. Purification was performed using column chromatography (1:9 EtOAc:n-Pentane) to isolate the title compound as a colourless oil (0.196 g, 0.460 mmol, 92%); Rf = 0.50 (1:5 EtOAc:n-Pentane); 1H NMR (400 MHz, CDCl3) δH: 7.81 (dd, ArH, J = 8, 4, 1H), 7.72 (d, ArH, J = 4, 1H), 7.70–7.67 (m, ArH, 2H), 7.22 (d, ArH, J = 12, 1H), 6.96 (d, ArH, J = 12, 1H), 6.12–6.05 (m, CH = CH2, 1H), 5.46 (dq, CH2 = CH, J = 16, 4, 1H), 5.32 (dq, CH2 = CH, J = 8, 4, 1H), 4.69 (dt, CH2OAr, J = 8, 4, 2H), 4.63–4.58 (m, CH(CH3)2, 2H), 3.92 (s, CH3COO, 3H), 1.39 (d CH(CH3)2, J = 8, 6H), 1.28 (d, CH(CH3)2, J = 8, 6H); 13C NMR (125 MHz, CDCl3) δC: 166.7 (CO), 164.2 (CO), 154.4 (COCH), 149.9 (COCH2), 147.6 (COCH), 145.6 (COCO), 133.0 (CH = CH2), 128.6 (CCOOCH3), 124.9 (ArC), 123.3 (CCOOCAr), 122.7 (ArC) 122.0 (ArC), 118.3 (CH2 = CH), 116.8 (ArC), 113.2 (ArC), 72.3 (CH(CH3)2), 72.1 (CH(CH3)2), 69.9 (CH2OAr), 52.4 (CH3COO), 22.2 (C(CH3)2); νmax/cm−1 (solid state) = 1721 (CO, s), 1481 (CC), 1261 (C—O); ESI-HRMS found m/z 427.1760 [M−H]-, C24H27O7 requires 427.1757.",N/A,N/A,"1H NMR (400 MHz, CDCl3) δH: 7.81 (dd, ArH, J = 8, 4, 1H), 7.72 (d, ArH, J = 4, 1H), 7.70–7.67 (m, ArH, 2H), 7.22 (d, ArH, J = 12, 1H), 6.96 (d, ArH, J = 12, 1H), 6.12–6.05 (m, CH = CH2, 1H), 5.46 (dq, CH2 = CH, J = 16, 4, 1H), 5.32 (dq, CH2 = CH, J = 8, 4, 1H), 4.69 (dt, CH2OAr, J = 8, 4, 2H), 4.63–4.58 (m, CH(CH3)2, 2H), 3.92 (s, CH3COO, 3H), 1.39 (d CH(CH3)2, J = 8, 6H), 1.28 (d, CH(CH3)2, J = 8, 6H)","13C NMR (125 MHz, CDCl3) δC: 166.7 (CO), 164.2 (CO), 154.4 (COCH), 149.9 (COCH2), 147.6 (COCH), 145.6 (COCO), 133.0 (CH = CH2), 128.6 (CCOOCH3), 124.9 (ArC), 123.3 (CCOOCAr), 122.7 (ArC) 122.0 (ArC), 118.3 (CH2 = CH), 116.8 (ArC), 113.2 (ArC), 72.3 (CH(CH3)2), 72.1 (CH(CH3)2), 69.9 (CH2OAr), 52.4 (CH3COO), 22.2 (C(CH3)2)","400 MHz, CDCl3","7.81 (dd, ArH, J = 8, 4, 1H), 7.72 (d, ArH, J = 4, 1H), 7.70–7.67 (m, ArH, 2H), 7.22 (d, ArH, J = 12, 1H), 6.96 (d, ArH, J = 12, 1H), 6.12–6.05 (m, CH = CH2, 1H), 5.46 (dq, CH2 = CH, J = 16, 4, 1H), 5.32 (dq, CH2 = CH, J = 8, 4, 1H), 4.69 (dt, CH2OAr, J = 8, 4, 2H), 4.63–4.58 (m, CH(CH3)2, 2H), 3.92 (s, CH3COO, 3H), 1.39 (d CH(CH3)2, J = 8, 6H), 1.28 (d, CH(CH3)2, J = 8, 6H)","125 MHz, CDCl3","166.7, 164.2, 154.4, 149.9, 147.6, 145.6, 133.0, 128.6, 124.9, 123.3, 122.7, 122.0, 118.3, 116.8, 113.2, 72.3, 72.1, 69.9, 52.4, 22.2",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10068431,"3.3.1.1 3,5-Dimethyl-4-phenyl-1,4,7,8-tetrahydrodipyrazolo[3,4-b:4′,3′-e] pyridine (5a) FT-IR (KBr) νmax: 3540, 3301, 2925, 1614, 1515, 1375 cm−1; 1H-NMR (300 MHz, DMSO-d6): δH (ppm) = 2.06 (6H, 2-CH3, singlet), 4.81 (1H, –CH, singlet), 7.14–7.20 (5H, H-aromatic, multi), 11.24–11.32 (3H, –NH, broad singlet); 13C NMR (75 MHz, DMSO-d6): δ (ppm) = 10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5. CHN Anal. Calcd for C15H15N5: C: 67.90, H: 5.70, N: 26.40 found C: 67.86, H: 5.67, N: 26.37, mass for C15H15N5: [M–H] 265.133 found 265.122.","3,5-Dimethyl-4-phenyl-1,4,7,8-tetrahydrodipyrazolo[3,4-b:4′,3′-e] pyridine",N/A,"1H-NMR (300 MHz, DMSO-d6): δH (ppm) = 2.06 (6H, 2-CH3, singlet), 4.81 (1H, –CH, singlet), 7.14–7.20 (5H, H-aromatic, multi), 11.24–11.32 (3H, –NH, broad singlet)","13C NMR (75 MHz, DMSO-d6): δ (ppm) = 10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5","300 MHz, DMSO-d6","2.06 (6H, 2-CH3, singlet), 4.81 (1H, –CH, singlet), 7.14–7.20 (5H, H-aromatic, multi), 11.24–11.32 (3H, –NH, broad singlet)","75 MHz, DMSO-d6","10.8, 33.1, 104.6, 125.8, 127.9, 128.1, 140.2, 143.7, 161.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10141133,"Methyl (E)-2-(4-cyano-5-(dimethylamino)-2-oxo-1,2-dihydro-3H-pyrrol-3-ylidene)acetate (4a). Compound 4a was obtained at a 98% yield (109 mg), according to the general procedure (amidine 3a: 56 mg, 0.5 mmol; acetylene 1: 71 mg, 0.5 mmol; DCM (2 mL)) as a yellow solid, mp 241–243 °C. 1H NMR (400 MHz, DMSO-d6): δ 3.29 (s, 6H), 3.64 (s, 3H), 5.71 (s, 1H), 11.27 (br. s, 1H). 13C NMR (100 MHz, DMSO-d6): δ 40.7, 50.4, 60.7, 102.4, 117.4, 139.1, 161.5, 165.8, 168.3. IR (ATR, ZnSe, cm−1): ν, 3131, 3057, 2776, 2202, 1744, 1696, 1637, 1596, 1449, 1395, 1352, 1297, 1154, 1137, 1011. HRMS (ESI-TOF) m/z: [M + H]+ Calcd. for C10H12N3O3 222.0873; Found: 222.0880.","Methyl (E)-2-(4-cyano-5-(dimethylamino)-2-oxo-1,2-dihydro-3H-pyrrol-3-ylidene)acetate",O=C(OC)/C=C1C(NC(N(C)C)=C/1C#N)=O,"1H NMR (400 MHz, DMSO-d6): δ 3.29 (s, 6H), 3.64 (s, 3H), 5.71 (s, 1H), 11.27 (br. s, 1H)","13C NMR (100 MHz, DMSO-d6): δ 40.7, 50.4, 60.7, 102.4, 117.4, 139.1, 161.5, 165.8, 168.3","400 MHz, DMSO-d6","3.29 (s, 6H), 3.64 (s, 3H), 5.71 (s, 1H), 11.27 (br. s, 1H)","100 MHz, DMSO-d6","40.7, 50.4, 60.7, 102.4, 117.4, 139.1, 161.5, 165.8, 168.3",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6316914,"For 5-(ethoxycarbonyl)-4-(1H-indol-2-yl)-6-methyl-3,4-dihydropyrimidin-2(1H)-one (entry 7a): Yield 91%, red powder; mp 264–266 °C; FT-IR (KBr, cm−1) ν max: 3070, 3001, 2802, 2718, 1713, 1583, 1545, 1463, 1429, 1326, 1282, 1213, 1103, 743. 1H NMR (DMSO-d6): 1.2(3H, t, J = 6.9 Hz, OCH2CH3), 2.24(3H, s, CH3), 3.4(2H, q, J = 7.2 Hz, OCH2CH3), 4.3(d, 1H, J = 3 Hz, –CH), 7.28–8.6(m, 6H, Ar–H and NH), 7.65(1H, s, NH), 12.4(1H, s, NH). 13C NMR (DMSO-d6): 14.557, 61.557, 104.765, 113.673, 115.089, 120.522, 122.703, 124.104, 125.192, 136.928, 138.55, 163.652.","5-(ethoxycarbonyl)-4-(1H-indol-2-yl)-6-methyl-3,4-dihydropyrimidin-2(1H)-one",O=C1NC(C(N2)=CC3=C2C=CC=C3)C(C(OCC)=O)=C(C)N1,"1H NMR (DMSO-d6): 1.2(3H, t, J = 6.9 Hz, OCH2CH3), 2.24(3H, s, CH3), 3.4(2H, q, J = 7.2 Hz, OCH2CH3), 4.3(d, 1H, J = 3 Hz, –CH), 7.28–8.6(m, 6H, Ar–H and NH), 7.65(1H, s, NH), 12.4(1H, s, NH)","13C NMR (DMSO-d6): 14.557, 61.557, 104.765, 113.673, 115.089, 120.522, 122.703, 124.104, 125.192, 136.928, 138.55, 163.652",DMSO-d6,"1.2(3H, t, J = 6.9 Hz, OCH2CH3), 2.24(3H, s, CH3), 3.4(2H, q, J = 7.2 Hz, OCH2CH3), 4.3(d, 1H, J = 3 Hz, –CH), 7.28–8.6(m, 6H, Ar–H and NH), 7.65(1H, s, NH), 12.4(1H, s, NH)",DMSO-d6,"14.557, 61.557, 104.765, 113.673, 115.089, 120.522, 122.703, 124.104, 125.192, 136.928, 138.55, 163.652",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC9007461,"Under a nitrogen atmosphere, n-butyllithium (2.5 M in hexane, 6.6 mL, 16.5 mmol) was added dropwise to a stirred solution of 4-(benzyloxy)-N-butylbenzamide 29a (1.41 g, 4.98 mmol) in dry THF (50 mL). After stirring at rt for 2 h, the reaction mixture was quenched by addition of sat. aq. NH4Cl and extracted with Et2O (×3). The combined organic layers were washed with 2 M NaOH and water before being dried and evaporated. Purification of the residue by column chromatography (SiO2, gradient elution, Et2O/hexane 7:3 to Et2O) and subsequent recrystallization (EtOAc/hexane) gave 30a (1.11 g, 79%) as colorless crystals, mp 113–114 °C; IR 3432, 3337, 2953, 2926, 1616, 1542, 1448, 1303, 1228, 1045, 736, 694 cm–1; 1H NMR (400 MHz) δ 7.67 (d, J = 8.2 Hz, 2H, ArH), 7.41 (d, J = 8.2 Hz, 2H, ArH), 7.36–7.30 (m, 4H, Ph), 7.28–7.24 (m, 1H, Ph), 6.14 (t, J = 5.6 Hz, 1H, NH), 5.85 (s, 1H, CHOH), 3.41 (td, J = 7.2, 5.6 Hz, 2H, NCH2), 2.76 (d, J = 3.2 Hz, 1H, OH), 1.61–1.53 (m, 2H, NCH2CH2), 1.43–1.34 (m, 2H, CH2CH3), 0.94 (t, J = 7.4 Hz, 3H, CH3); 13C NMR (125 MHz) δ 167.3(C), 147.1(C), 143.4(C), 133.8(C), 128.6 (2CH), 127.8 (CH), 126.9 (2CH), 126.6 (2CH), 126.5 (2CH), 75.7 (CHOH), 39.8 (NCH2), 31.7 (CH2), 20.1 (CH2), 13.8 (CH3); HRMS (NSI+) m/z [M + H+] calcd for C18H22NO2 284.1645, found 284.1644.",30a,N/A,"1H NMR (400 MHz) δ 7.67 (d, J = 8.2 Hz, 2H, ArH), 7.41 (d, J = 8.2 Hz, 2H, ArH), 7.36–7.30 (m, 4H, Ph), 7.28–7.24 (m, 1H, Ph), 6.14 (t, J = 5.6 Hz, 1H, NH), 5.85 (s, 1H, CHOH), 3.41 (td, J = 7.2, 5.6 Hz, 2H, NCH2), 2.76 (d, J = 3.2 Hz, 1H, OH), 1.61–1.53 (m, 2H, NCH2CH2), 1.43–1.34 (m, 2H, CH2CH3), 0.94 (t, J = 7.4 Hz, 3H, CH3)","13C NMR (125 MHz) δ 167.3(C), 147.1(C), 143.4(C), 133.8(C), 128.6 (2CH), 127.8 (CH), 126.9 (2CH), 126.6 (2CH), 126.5 (2CH), 75.7 (CHOH), 39.8 (NCH2), 31.7 (CH2), 20.1 (CH2), 13.8 (CH3)",400 MHz,"7.67 (d, J = 8.2 Hz, 2H, ArH), 7.41 (d, J = 8.2 Hz, 2H, ArH), 7.36–7.30 (m, 4H, Ph), 7.28–7.24 (m, 1H, Ph), 6.14 (t, J = 5.6 Hz, 1H, NH), 5.85 (s, 1H, CHOH), 3.41 (td, J = 7.2, 5.6 Hz, 2H, NCH2), 2.76 (d, J = 3.2 Hz, 1H, OH), 1.61–1.53 (m, 2H, NCH2CH2), 1.43–1.34 (m, 2H, CH2CH3), 0.94 (t, J = 7.4 Hz, 3H, CH3)",125 MHz,"167.3, 147.1, 143.4, 133.8, 128.6, 127.8, 126.9, 126.6, 126.5, 75.7, 39.8, 31.7, 20.1, 13.8",35286089.0,J Org Chem. 2022 Apr 1; 87(7):4692-4701,J Org Chem,2022.0,CC BY,2022-04-15 23:17:59,no
PMC6222915,"3.3.1. Synthesis of 2-((2-(benzothiazole-2yl)benzylidene)amino)benzoic acid, AbTCA To prepare AbTCA, 2-(2-aminophenyl)benzothiazole (500 mg, 2.21 mmol) and 2-carboxy-benzaldehyde (332 mg, 2.21 mmol) in ethanol were combined in a 100 mL round-bottomed flask (Scheme S1). The reaction mixture was refluxed at 80 °C for about 4 h. The precipitate was obtained and it was filtered, washed with water, and dried under vacuum. The spectral measurements were carried out without any purification. Yield: 563 mg (68%). 1H-NMR (CDCl3, 500 MHz): δ 10.12 (br d, 1H, OH), 6.9 (d, 1H, CH=N), 8.0 (d, 1H, Ar), 7.82–7.88 (m, 3H, Ar), 7.70–7.81 (m, 2H, Ar), 7.61–7.63 (m, 1H, Ar), 7.41–7.46 (m, 1H, Ar), 7.26–7.39 (m, 3H, Ar), 6.98–7.01 (m, 1H, Ar) ppm (Figure S1); 13C-NMR (CDCl3, 500 MHz): δ 169.37, 168.83, 153.00, 145.72, 144.12, 134.36, 133.13, 132.25, 130.73, 130.42, 128.07, 126.18, 125.79, 125.30, 122.96, 122.31, 121.26, 119.51, 116.97, 114.05, 86.72 ppm (Figure S2). ESI mass (positive mode, m/z): calculated: 358.08, found 359.2 for [M + 1] (Figure S3). HRESI-Mass (m/z) (C21H15N2O2S): Calculated: 358.0776, found 359.0849 for [M + 1] (Figure S4). The purity of AbTCA was determined to be >95% by analytical HPLC analysis (Figure S5).  3.3.2. Synthesis of Cu(II)-AbTCA",2-((2-(benzothiazole-2yl)benzylidene)amino)benzoic acid,O=C(O)C1=CC=CC=C1N=CC2=CC=CC=C2C3=NC4=CC=CC=C4S3,"1H-NMR (CDCl3, 500 MHz): δ 10.12 (br d, 1H, OH), 6.9 (d, 1H, CH=N), 8.0 (d, 1H, Ar), 7.82–7.88 (m, 3H, Ar), 7.70–7.81 (m, 2H, Ar), 7.61–7.63 (m, 1H, Ar), 7.41–7.46 (m, 1H, Ar), 7.26–7.39 (m, 3H, Ar), 6.98–7.01 (m, 1H, Ar) ppm","13C-NMR (CDCl3, 500 MHz): δ 169.37, 168.83, 153.00, 145.72, 144.12, 134.36, 133.13, 132.25, 130.73, 130.42, 128.07, 126.18, 125.79, 125.30, 122.96, 122.31, 121.26, 119.51, 116.97, 114.05, 86.72 ppm","CDCl3, 500 MHz","10.12 (br d, 1H, OH), 6.9 (d, 1H, CH=N), 8.0 (d, 1H, Ar), 7.82–7.88 (m, 3H, Ar), 7.70–7.81 (m, 2H, Ar), 7.61–7.63 (m, 1H, Ar), 7.41–7.46 (m, 1H, Ar), 7.26–7.39 (m, 3H, Ar), 6.98–7.01 (m, 1H, Ar)","CDCl3, 500 MHz","169.37, 168.83, 153.00, 145.72, 144.12, 134.36, 133.13, 132.25, 130.73, 130.42, 128.07, 126.18, 125.79, 125.30, 122.96, 122.31, 121.26, 119.51, 116.97, 114.05, 86.72",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC8703412,"4-Phenoxyphenyl (E)-2-(2-isonicotinoylhydrazineylidene)propanoate (3e). White solid; yield: 60%; mp 152.4–155.0 °C. IR (ATR): 604, 617, 651, 636, 665, 690, 722, 741, 769, 838, 900, 1071, 1094, 1127, 1140, 1185, 1206, 1258, 1375 (CH3), 1487, 1501, 1662, 1673 (CONH), 1754 (COO), 3039, 3260 (N-H) cm−1. 1H NMR (500 MHz, DMSO-d6): δ 11.42 (1H, s, CONHN), 8.80–8.74 (2H, m, H2, H6), 7.81–7.76 (2H, m, H3, H5), 7.43–7.39 (2H, m, H3”, H5”), 7.26–7.14 (3H, H3’, H5’, H4”), 7.09–7.02 (4H, H2’, H6’, H2”, H6”), 2.27 (3H, s, CH3). 13C NMR (126 MHz, DMSO): δ 163.26, 161.90, 156.80, 154.50, 150.18, 146.24, 140.70, 130.29, 123.81, 123.33, 122.49, 119.60, 118.83, 13.66. Elemental analysis; calculated: C, 67.19; H, 4.56; N, 11.19, found: C, 67.24; H, 4.62; N, 11.09. Crystallization from tetrahydrofuran/n-hexane. Rf (S1): 0.32.",4-Phenoxyphenyl (E)-2-(2-isonicotinoylhydrazineylidene)propanoate,C/C(C(OC1=CC=C(OC2=CC=CC=C2)C=C1)=O)=N\NC(C3=CC=NC=C3)=O,"1H NMR (500 MHz, DMSO-d6): δ 11.42 (1H, s, CONHN), 8.80–8.74 (2H, m, H2, H6), 7.81–7.76 (2H, m, H3, H5), 7.43–7.39 (2H, m, H3”, H5”), 7.26–7.14 (3H, H3’, H5’, H4”), 7.09–7.02 (4H, H2’, H6’, H2”, H6”), 2.27 (3H, s, CH3)","13C NMR (126 MHz, DMSO): δ 163.26, 161.90, 156.80, 154.50, 150.18, 146.24, 140.70, 130.29, 123.81, 123.33, 122.49, 119.60, 118.83, 13.66","500 MHz, DMSO-d6","11.42 (1H, s, CONHN), 8.80–8.74 (2H, m, H2, H6), 7.81–7.76 (2H, m, H3, H5), 7.43–7.39 (2H, m, H3”, H5”), 7.26–7.14 (3H, H3’, H5’, H4”), 7.09–7.02 (4H, H2’, H6’, H2”, H6”), 2.27 (3H, s, CH3)","126 MHz, DMSO","163.26, 161.90, 156.80, 154.50, 150.18, 146.24, 140.70, 130.29, 123.81, 123.33, 122.49, 119.60, 118.83, 13.66",34959704.0,Pharmaceuticals (Basel). 2021 Dec 14; 14(12):1302,Pharmaceuticals (Basel),2021.0,CC BY,2021-12-27 23:27:26,no
PMC6770657,"(1-(2,4-Dichlorophenyl)-5-(trichloromethyl)-1H-1,2,4-triazol-3-yl)(6-ethyl-2,3-dimethyl-2,3-dihydro-4H-benzo[b][1,4]oxazin-4-yl)methanone (5m). White Solid; Yield: 81%. m.p. 213–215 °C. IR (KBr): ν (cm−1) 3089–2870 (-CH3, -CH2, =CH), 1655 (C=O), 1586–1497 (C=C); 1H-NMR (400 MHz, CDCl3) δ: 8.00–6.81 (m, 6H, ArH), 4.93–4.28 (m, 2H, CH-CH), 2.60–2.57 (m, 2H, C-CH2), 1.42–1.20 (m, 9H, 3CH3); 13C-NMR (100 MHz, CDCl3) δ: 158.10, 156.14, 155.80, 155.00, 154.61, 145.56, 145.49, 138.12, 136.36, 133.94, 133.45, 130.82, 130.52, 127.77, 124.11, 120.05, 117.27, 85.25, 29.68, 20.92, 15.42, 13.68; HRMS (ESI) calcd. for C22H19Cl5N4O2 [M + H]+ 547.0023; found 547.0009.","1-(2,4-Dichlorophenyl)-5-(trichloromethyl)-1H-1,2,4-triazol-3-yl)(6-ethyl-2,3-dimethyl-2,3-dihydro-4H-benzo[b][1,4]oxazin-4-yl)methanone",N/A,"1H-NMR (400 MHz, CDCl3) δ: 8.00–6.81 (m, 6H, ArH), 4.93–4.28 (m, 2H, CH-CH), 2.60–2.57 (m, 2H, C-CH2), 1.42–1.20 (m, 9H, 3CH3)","13C-NMR (100 MHz, CDCl3) δ: 158.10, 156.14, 155.80, 155.00, 154.61, 145.56, 145.49, 138.12, 136.36, 133.94, 133.45, 130.82, 130.52, 127.77, 124.11, 120.05, 117.27, 85.25, 29.68, 20.92, 15.42, 13.68","400 MHz, CDCl3","8.00–6.81 (m, 6H, ArH), 4.93–4.28 (m, 2H, CH-CH), 2.60–2.57 (m, 2H, C-CH2), 1.42–1.20 (m, 9H, 3CH3)","100 MHz, CDCl3","158.10, 156.14, 155.80, 155.00, 154.61, 145.56, 145.49, 138.12, 136.36, 133.94, 133.45, 130.82, 130.52, 127.77, 124.11, 120.05, 117.27, 85.25, 29.68, 20.92, 15.42, 13.68",31480620.0,Biomolecules. 2019 Sep 1; 9(9):438,Biomolecules,2019.0,CC BY,2021-01-06 03:59:25,no
PMC10180155,"(Z)-2-methyl-5-(2-(thiophen-2-yl)vinyl)thiazole (cis-1a): 33 mg (isolated yield 20%), yellow oil, Rf(PE/E = 5%) = 0.62; UV (ACN) λmax/nm (ε/dm3 mol−1 cm−1) 315 (15,948); 1H NMR (CDCl3, 600 MHz) δ/ppm: 7.25 (d, J = 7.7 Hz, 1H), 7.23 (d, J = 5.3 Hz, 1H), 7.13 (s, 1H), 6.97 (dd, J = 5.1, 3.6 Hz, 1H), 6.72 (d, J = 12.4 Hz, 1H), 6.43 (d, J = 12.4 Hz, 1H); 13C NMR (CDCl3, 75 MHz) δ/ppm: 165.1, 151.6, 139.6, 129.9, 126.7, 126.5, 124.0, 120.7, 117.1, and 19.1; and MS (ESI) m/z (%, fragment): 208 (100);",(Z)-2-methyl-5-(2-(thiophen-2-yl)vinyl)thiazole,CC1=NC=C(/C=C\C2=CC=CS2)S1,"1H NMR (CDCl3, 600 MHz) δ/ppm: 7.25 (d, J = 7.7 Hz, 1H), 7.23 (d, J = 5.3 Hz, 1H), 7.13 (s, 1H), 6.97 (dd, J = 5.1, 3.6 Hz, 1H), 6.72 (d, J = 12.4 Hz, 1H), 6.43 (d, J = 12.4 Hz, 1H)","13C NMR (CDCl3, 75 MHz) δ/ppm: 165.1, 151.6, 139.6, 129.9, 126.7, 126.5, 124.0, 120.7, 117.1, and 19.1","CDCl3, 600 MHz","7.25 (d, J = 7.7 Hz, 1H), 7.23 (d, J = 5.3 Hz, 1H), 7.13 (s, 1H), 6.97 (dd, J = 5.1, 3.6 Hz, 1H), 6.72 (d, J = 12.4 Hz, 1H), 6.43 (d, J = 12.4 Hz, 1H)","CDCl3, 75 MHz","165.1, 151.6, 139.6, 129.9, 126.7, 126.5, 124.0, 120.7, 117.1, 19.1",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6245067,"2-Acetamido-3-(4-bromophenylsulfanyl)propionic acid methyl ester (3k). White solid, mp: 121-122°C; 1H-NMR (CDCl3): δ (ppm) 1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H); 13C-NMR (CDCl3): δ (ppm) 22.9 (CH3), 36.5 (CH2), 52.2 (OCH3), 52.5 (CH), 121.0 (CAr), 132.1 (CHAr), 132.3 (CHAr), 134.0 (CAr), 169.6 (CO), 170.6 (CO); IR: ν (cm-1) 3307, 3047, 2950, 1729, 1641, 1546, 1474, 1425, 1350, 1324, 1245, 1176, 1092, 1039, 1006, 806; MS (m/z, EI): 333 (18), 331 (M+, 17), 274 (99), 272 (100), 215 (10), 213 (20), 203 (13), 201 (13), 189 (11), 187 (11), 144 (18), 134 (53), 122 (67), 108 (50), 88 (74), 75 (25), 60 (60); Anal. Calcd for C12H14BrNO3S: C, 43.38; H, 4.25; Br, 24.05; N, 4.22; O, 14.45; S, 9.65. Found: C,44.56, H, 4.41, Br, 23.59, N, 4.04, O, 14.38, S, 9.29.",2-Acetamido-3-(4-bromophenylsulfanyl)propionic acid methyl ester,O=C(OC)C(NC(C)=O)CSC1=CC=C(Br)C=C1,"1H-NMR (CDCl3): δ (ppm) 1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H)","13C-NMR (CDCl3): δ (ppm) 22.9 (CH3), 36.5 (CH2), 52.2 (OCH3), 52.5 (CH), 121.0 (CAr), 132.1 (CHAr), 132.3 (CHAr), 134.0 (CAr), 169.6 (CO), 170.6 (CO)",CDCl3,"1.80 (s, 3H, COCH3), 3.21 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.35 (dd, 2J = 14.2 Hz, 3J = 4.7 Hz, 1 H, SCH2), 3.49 (s, 3H, OCH3), 4.73 (m, 1 H, CH-CH2), 6.16 (s, 1H, NH), 7,14-7,16 (m, 2 H, Ar-H), 7.29 – 7.31 (m, 2 H, Ar-H)",CDCl3,"22.9, 36.5, 52.2, 52.5, 121.0, 132.1, 132.3, 134.0, 169.6, 170.6",18830162.0,Molecules. 2008 Oct 1; 13(10):2394-2407,Molecules,2008.0,CC BY,2021-01-05 21:47:19,no
