PMC accession number (PMCID),Paragraph,IUPAC name,SMILES,1H NMR text,13C NMR text,1H NMR conditions,1H NMR chemical shifts,13C NMR conditions,13C NMR chemical shifts,PMID,Article Citation,Journal Name,Article publication time,License,LastUpdated (YYYY-MM-DD HH:MM:SS),Retracted
PMC9738591,"N-[1-Adamant-1-yl-3-cyclopropylmethyl-2-oxoimidazolidin-4-ylidene]-4-bromo-1-benzenesulfonamide (12d): the obtained white foam was purified by flash chromatography (eluent PE/acetone 95/5 v/v) and then crystallized from hot hexane. White solid. Yield: 290 mg; 40%. M.p 176.0–176.5 °C (C6H14). 1H-NMR (DMSO-d6) δ: 0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4); 13C-NMR (DMSO-d6) δ: 3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1. MS (ESI−) m/z 504.4/506.3 (M-H)−.",N-[1-Adamant-1-yl-3-cyclopropylmethyl-2-oxoimidazolidin-4-ylidene]-4-bromo-1-benzenesulfonamide,O=S(C1=CC=C(Br)C=C1)(N=C(CN2C34CC5CC(C4)CC(C5)C3)N(CC6CC6)C2=O)=O,"1H-NMR (DMSO-d6) δ: 0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4)","13C-NMR (DMSO-d6) δ: 3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1",DMSO-d6,"0.19–0.21 (m, 2H, CH2), 0.36–0.37 (m, 2H, CH2), 0.94–0.96 (m, 1H, CH) (Cp), 1.64 (m, 6H, 3CH2), 2.08 (m, 9H, 3CH2 + 3CH) (Ad), 3.28 (d, J3HH = 7.2 Hz; 2H, CH2), 4.76 (s, CH2), 7.79–7.85 (m, 4H, C6H4)",DMSO-d6,"3.5, 9.1, 28.9, 35.6, 38.9, 44.1, 47.2, 54.8, 126.4, 128.3, 132.2, 141.0, 152.8, 166.1",36500256.0,Molecules. 2022 Nov 23; 27(23):8152,Molecules,2022.0,CC BY,2022-12-14 23:17:54,no
PMC10049112,"5,7-Dinitrobenzotriazole (DBT) was synthesized according to the modified literature procedure [16]. A mixture of 70% HNO3 (23 mL) and concentrated H2SO4 (23 mL) was added dropwise to the suspension of benzotriazole (20 g, 0.168 mol) in H2SO4 (80 mL) at 15–20 °C. After stirring for 24 h at 20 °C, the mixture was poured into ice water; a precipitate was filtered off, washed with water, and dried on air to give 4-nitrobenzotriazole (25.5 g, 92.5%), which was used without further purification. Crude 4-nitrobenzotriazole (10 g, 47.8 mmol) was suspended in concentrated H2SO4 (120 mL), cooled to 0 °C, and then fuming HNO3 (20 mL, d 1.5 g/cm3) was added dropwise. A reaction mixture was stirred for 1 h at 20 °C and for 3 h at 120 °C. After cooling to 20 °C, it was poured into the crushed ice. The resulting precipitate was filtered off, thoroughly washed with H2O, dried on air, and recrystallized from EtOH to give 5,7-dinitrobenzotriazole (7.7 g, 57%) as a white solid. 1H NMR (DMSO-d6): 9.00 (s, 1H); 9.50 (s, 1H). 13C NMR (DMSO-d6): 118.9, 123.2, 129.9, 133.2, 143.6, 146.5. HRMS (ESI), found: m/z 210.0257 [M+H]; calculated for C6H3N5O4: 210.0258. Elemental analysis calculated (%) for C6H3N5O4: C, 34.46; H, 1.45; N, 33.49; found: C, 34.57; H, 1.39; N, 33.60.  3.2. Thermoanalytical Experiments","5,7-Dinitrobenzotriazole",O=[N+](C1=C(NN=N2)C2=CC([N+]([O-])=O)=C1)[O-],"1H NMR (DMSO-d6): 9.00 (s, 1H); 9.50 (s, 1H)","13C NMR (DMSO-d6): 118.9, 123.2, 129.9, 133.2, 143.6, 146.5",DMSO-d6,"9.00 (s, 1H), 9.50 (s, 1H)",DMSO-d6,"118.9, 123.2, 129.9, 133.2, 143.6, 146.5",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6680834,"A mixture of 1,1-bis(4-chlorophenyl)propan-2-one (0.934 g, 3.36 mmol), malononitrile (0.444 g, 6.72 mmol) and activated alumina (3.0 g) was stirred at 90 °C for 1.5 h [34]. The solids were removed by filtration. Concentration of the filtrate gave a residue that was subjected to HPLC to give 2-[1,1-bis(4-chlorophenyl)propan-2-ylidene]malononitrile (1c, 0.602 g, 1.84 mmol, 55% yield). 1H-NMR (300 MHz, CDCl3) δ 2.21 (s, 3H), 5.62 (s, 1H), 7.05 (d, J = 8.4 Hz, 4H), 7.37 (d, J = 8.4 Hz, 4H) ppm; 13C-NMR (75 MHz, CDCl3) δ 21.33, 55.87, 88.80, 111.37, 111.49, 129.47, 129.94, 134.47, 135.75, 179.56 ppm; MS (EI) m/z (relative intensity, %) = 114 (52), 139 (89), 165 (59), 291 (100), 326 (62, M+).  3.5. General Procedure for Photoreactions","2-[1,1-bis(4-chlorophenyl)propan-2-ylidene]malononitrile",N#C/C(C#N)=C(C)/C(C1=CC=C(Cl)C=C1)C2=CC=C(Cl)C=C2,"1H-NMR (300 MHz, CDCl3) δ 2.21 (s, 3H), 5.62 (s, 1H), 7.05 (d, J = 8.4 Hz, 4H), 7.37 (d, J = 8.4 Hz, 4H) ppm","13C-NMR (75 MHz, CDCl3) δ 21.33, 55.87, 88.80, 111.37, 111.49, 129.47, 129.94, 134.47, 135.75, 179.56 ppm","300 MHz, CDCl3","2.21 (s, 3H), 5.62 (s, 1H), 7.05 (d, J = 8.4 Hz, 4H), 7.37 (d, J = 8.4 Hz, 4H)","75 MHz, CDCl3","21.33, 55.87, 88.80, 111.37, 111.49, 129.47, 129.94, 134.47, 135.75, 179.56",31340614.0,Molecules. 2019 Jul 23; 24(14):2677,Molecules,2019.0,CC BY,2021-01-06 03:14:57,no
PMC10076643,"4.1.4.1 3-Chloro-3-(7-methoxy-2-oxo-2H-chromen-3-yl)acrylaldehyde (6a) Yellow solid. Yield: 34.0%. M. p. 202°C–203°C. IR (KBr) νmax (cm-1) 3081, 2923, 1713, 1663, 1617. 1H-NMR (400 MHz, DMSO-d 6 ) δ 10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H). 13C NMR (100 MHz, CDCl3) δ 192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23. HRMS-ESI: m/z Calcd for C13H10ClO4 [M + H]+: 265.0268; Found: 265.0263.",3-Chloro-3-(7-methoxy-2-oxo-2H-chromen-3-yl)acrylaldehyde,O=CC=C(Cl)C(C1=O)=CC2=C(O1)C=C(OC)C=C2,"1H-NMR (400 MHz, DMSO-d 6 ) δ 10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H)","13C NMR (100 MHz, CDCl3) δ 192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23","400 MHz, DMSO-d 6","10.17 (d, J = 6.8 Hz, 1H), 8.83 (s, 1H), 7.92 (d, J = 8.7 Hz, 1H), 7.43 (d, J = 6.8 Hz, 1H), 7.11 (m, 1H), 7.06 (dd, J = 8.7, 1.8 Hz, 1H), 3.91 (s, 3H)","100 MHz, CDCl3","192.31, 165.22, 157.72, 156.13, 145.05, 144.01, 130.81, 128.25, 117.96, 114.20, 112.29, 100.30, 56.23",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10180348,"Ethyl 3,7-dimethyl-5-(4-nitrophenyl)-1-phenyl-1,5-dihydro-[1,2,4]triazolo[4,3-a]pyrimidine-6-carboxylate (4e), Yellow powder, yield: 1005 mg (80%), Mp 164–166 °C; IR (KBr): νmax/cm−1 νC=O: 1684, νC=N: 1644. 1H NMR (400 MHz, CDCl3): δ = 1.27 (t, J = 7.1 Hz, 3H, CH3), 2.19 (s, 3H, CH3-C3), 2.53 (s, 3H, H10), 4.11–4.17 (m, 2H, O-CH2), 6.31 (s, 1H, H5), 7.32 (t, J = 7.4 Hz, 1H), 7.49 (t, J = 7.4 Hz, 2H), 7.58 (d, J = 8.7 Hz, 2H), 8.18–8.21 (m, 4H). 13C NMR (100 MHz, CDCl3): δ = 166.3 (C=O), 160.6 (C7), 149.2 (C3), 148.3, 147.8, 144.3 (C8a), 137.4, 129.1, 128.0, 126.4, 124.1, 120.1, 96.9 (C6), 59.8 (O-CH2), 56.9 (C5), 25.4 (C10), 14.4 (CH3), 11.0 (CH3-C3). HRMS (ESI): m/z [M + H]+ Calcd for C22H22N5O4: 420.1672; Found: 420.1664.","Ethyl 3,7-dimethyl-5-(4-nitrophenyl)-1-phenyl-1,5-dihydro-[1,2,4]triazolo[4,3-a]pyrimidine-6-carboxylate",O=C(C1=C(C)N=C(N(C2=CC=CC=C2)N=C3C)N3C1C4=CC=C([N+]([O-])=O)C=C4)OCC,"1H NMR (400 MHz, CDCl3): δ = 1.27 (t, J = 7.1 Hz, 3H, CH3), 2.19 (s, 3H, CH3-C3), 2.53 (s, 3H, H10), 4.11–4.17 (m, 2H, O-CH2), 6.31 (s, 1H, H5), 7.32 (t, J = 7.4 Hz, 1H), 7.49 (t, J = 7.4 Hz, 2H), 7.58 (d, J = 8.7 Hz, 2H), 8.18–8.21 (m, 4H)","13C NMR (100 MHz, CDCl3): δ = 166.3 (C=O), 160.6 (C7), 149.2 (C3), 148.3, 147.8, 144.3 (C8a), 137.4, 129.1, 128.0, 126.4, 124.1, 120.1, 96.9 (C6), 59.8 (O-CH2), 56.9 (C5), 25.4 (C10), 14.4 (CH3), 11.0 (CH3-C3)","400 MHz, CDCl3","1.27 (t, J = 7.1 Hz, 3H, CH3), 2.19 (s, 3H, CH3-C3), 2.53 (s, 3H, H10), 4.11–4.17 (m, 2H, O-CH2), 6.31 (s, 1H, H5), 7.32 (t, J = 7.4 Hz, 1H), 7.49 (t, J = 7.4 Hz, 2H), 7.58 (d, J = 8.7 Hz, 2H), 8.18–8.21 (m, 4H)","100 MHz, CDCl3","166.3, 160.6, 149.2, 148.3, 147.8, 144.3, 137.4, 129.1, 128.0, 126.4, 124.1, 120.1, 96.9, 59.8, 56.9, 25.4, 14.4, 11.0",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC6273348,"(2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate (5c) Yield: 82%; yellow oil; ESI-MS m/z 264.09 [M + H]+; 1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H); 13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60.","(2-(2-Hydroxyphenyl)-4,5-dihydrooxazol-4-yl)methyl butyrate",CCCC(OCC1N=C(C2=CC=CC=C2O)OC1)=O,"1H-NMR (500 MHz, CDCl3) δ 11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H)","13C-NMR (125 MHz, CDCl3) δ 173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60","500 MHz, CDCl3","11.88 (s, 1H, Ar-OH), 7.66 (dd, J = 2.0, 8.0 Hz, 1H), 7.40 (m, 1H), 7.02 (dd, J = 1.0, 8.5 Hz, 1H), 6.89 (m, 1H), 4.65 (m, 1H), 4.50 (dd, J = 9.0, 10.0 Hz, 1H), 4.31 (m, 2H), 4.24 (dd, J = 4.5, 9.5 Hz, 1H), 2.29 (t, J = 7.0 Hz, 2H), 1.66 (m, 2H), 0.91 (t, J = 7.5 Hz, 3H)","125 MHz, CDCl3","173.47, 166.71, 159.96, 133.74, 128.17, 118.73, 116.87, 110.32, 69.13, 65.25, 64.27, 36.13, 18.45, 13.60",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC10145707,"8-fluoro-2,3-dimethylquinolin-4-yl 2-fluorobenzoate (2c). White solid, yield 67.2%, mp 144~146 °C; 1H NMR (500 MHz, CDCl3) δ: 8.24–8.17 (m, 1H, Ph), 7.75–7.67 (m, 1H, Ph), 7.58 (d, J = 8.1 Hz, 1H, Ph), 7.44–7.28 (m, 4H, Ph), 2.81 (s, 3H, CH3), 2.35 (s, 3H, CH3); 13C NMR (151 MHz, CDCl3) δ: 162.54 (d, J = 262.0 Hz), 161.43 (d, J = 4.0 Hz), 160.87, 157.70 (d, J = 255.9 Hz), 151.46 (d, J = 4.6 Hz), 137.50 (d, J = 12.2 Hz), 136.04 (d, J = 9.1 Hz), 132.80, 126.11 (d, J = 8.2 Hz), 124.55 (d, J = 3.9 Hz), 123.39 (d, J = 2.4 Hz), 123.18, 117.53 (d, J = 22.1 Hz), 116.89 (d, J = 9.7 Hz), 116.75 (d, J = 4.7 Hz), 113.32 (d, J = 19.2 Hz), 24.32, 12.96; HRMS (ESI) for C18H13F2NO2 m/z: Calculated, 314.0987, found, 314.0993 [M + H]+.","8-fluoro-2,3-dimethylquinolin-4-yl 2-fluorobenzoate",O=C(OC1=C(C)C(C)=NC2=C(F)C=CC=C12)C3=CC=CC=C3F,"1H NMR (500 MHz, CDCl3) δ: 8.24–8.17 (m, 1H, Ph), 7.75–7.67 (m, 1H, Ph), 7.58 (d, J = 8.1 Hz, 1H, Ph), 7.44–7.28 (m, 4H, Ph), 2.81 (s, 3H, CH3), 2.35 (s, 3H, CH3)","13C NMR (151 MHz, CDCl3) δ: 162.54 (d, J = 262.0 Hz), 161.43 (d, J = 4.0 Hz), 160.87, 157.70 (d, J = 255.9 Hz), 151.46 (d, J = 4.6 Hz), 137.50 (d, J = 12.2 Hz), 136.04 (d, J = 9.1 Hz), 132.80, 126.11 (d, J = 8.2 Hz), 124.55 (d, J = 3.9 Hz), 123.39 (d, J = 2.4 Hz), 123.18, 117.53 (d, J = 22.1 Hz), 116.89 (d, J = 9.7 Hz), 116.75 (d, J = 4.7 Hz), 113.32 (d, J = 19.2 Hz), 24.32, 12.96","500 MHz, CDCl3","8.24–8.17 (m, 1H, Ph), 7.75–7.67 (m, 1H, Ph), 7.58 (d, J = 8.1 Hz, 1H, Ph), 7.44–7.28 (m, 4H, Ph), 2.81 (s, 3H, CH3), 2.35 (s, 3H, CH3)","151 MHz, CDCl3","162.54, 161.43, 160.87, 157.70, 151.46, 137.50, 136.04, 132.80, 126.11, 124.55, 123.39, 123.18, 117.53, 116.89, 116.75, 113.32, 24.32, 12.96",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC8036297,"3.4.6. 5-Methyl-3-oxo-1λ3-benzo[d][1,2]iodaoxol-1(3H)-yl acetate (7e) 1H NMR (500 MHz, CDCl3): δ 2.25 (3H, s), 2.56 (3H, s), 7.73 (1H, dd, J = 8.6, 1.7 Hz), 7.84 (1H, d, J = 8.6 Hz), 8.07 (1H, d, J = 1.8 Hz) ppm. 13C NMR (125 MHz, CDCl3): δ 20.3, 20.8, 114.6, 128.9, 133.6, 137.1, 142.3, 168.3, 176.4 ppm. IR (ATR, KBr): ν 1682 (C=O), 1659 (C=O) cm−1. Mp: 215–217 °C. 1H and 13C NMR data are consistent with those reported in the literature [105].","5-Methyl-3-oxo-1λ3-benzo[d][1,2]iodaoxol-1(3H)-yl acetate",N/A,"1H NMR (500 MHz, CDCl3): δ 2.25 (3H, s), 2.56 (3H, s), 7.73 (1H, dd, J = 8.6, 1.7 Hz), 7.84 (1H, d, J = 8.6 Hz), 8.07 (1H, d, J = 1.8 Hz) ppm","13C NMR (125 MHz, CDCl3): δ 20.3, 20.8, 114.6, 128.9, 133.6, 137.1, 142.3, 168.3, 176.4 ppm","500 MHz, CDCl3","2.25 (3H, s), 2.56 (3H, s), 7.73 (1H, dd, J = 8.6, 1.7 Hz), 7.84 (1H, d, J = 8.6 Hz), 8.07 (1H, d, J = 1.8 Hz)","125 MHz, CDCl3","20.3, 20.8, 114.6, 128.9, 133.6, 137.1, 142.3, 168.3, 176.4",33801611.0,Molecules. 2021 Mar 27; 26(7):1897,Molecules,2021.0,CC BY,2021-04-21 23:26:11,no
PMC6263190,"3-(Allylsulfonyl)-4-phenyl-5-(3,4,5-trimethoxyphenyl)-4H-1,2,4-triazole (7h): white solid, yield 89.5%; m.p. 132–134 °C; IR (KBr cm-1): ν 1589, 1518, 1496, 1479, 1456 (C=N and C=C of rings), 1325, 1145 (SO2); 1H-NMR: δ 3.591 (s, 6H, 3,5-di-CH3O), 3.82 (s, 3H, 4-CH3O), 4.33 (s, 2H, CH2SO2), 5.51-5.55 (m, 2H, C=CH2), 5.89-5.95 (m, 1H, HC=C), 6.65 (s, 2H, 3,4,5-trimethoxybenzyl-H), 7.42-7.56 (m, 5H, Ar-H); 13C-NMR: δ 55.98, 59.52, 61.00, 105.94, 120.05, 122.90, 126.81, 127.87, 129.97, 130.79, 133.45, 140.00, 152.50, 153.19, 156.01; Anal. Calcd. for C20H21N3O5S (415.46): C 57.82%, H 5.09%, N 10.11%. Found: C 57.52%, H 5.38%, N 10.45%.","3-(Allylsulfonyl)-4-phenyl-5-(3,4,5-trimethoxyphenyl)-4H-1,2,4-triazole",COC1=C(OC)C(OC)=CC(C2=NN=C(S(=O)(CC=C)=O)N2C3=CC=CC=C3)=C1,"1H-NMR: δ 3.591 (s, 6H, 3,5-di-CH3O), 3.82 (s, 3H, 4-CH3O), 4.33 (s, 2H, CH2SO2), 5.51-5.55 (m, 2H, C=CH2), 5.89-5.95 (m, 1H, HC=C), 6.65 (s, 2H, 3,4,5-trimethoxybenzyl-H), 7.42-7.56 (m, 5H, Ar-H)","13C-NMR: δ 55.98, 59.52, 61.00, 105.94, 120.05, 122.90, 126.81, 127.87, 129.97, 130.79, 133.45, 140.00, 152.50, 153.19, 156.01",N/A,"3.591 (s, 6H, 3,5-di-CH3O), 3.82 (s, 3H, 4-CH3O), 4.33 (s, 2H, CH2SO2), 5.51-5.55 (m, 2H, C=CH2), 5.89-5.95 (m, 1H, HC=C), 6.65 (s, 2H, 3,4,5-trimethoxybenzyl-H), 7.42-7.56 (m, 5H, Ar-H)",N/A,"55.98, 59.52, 61.00, 105.94, 120.05, 122.90, 126.81, 127.87, 129.97, 130.79, 133.45, 140.00, 152.50, 153.19, 156.01",N/A,N/A,N/A,N/A,N/A,N/A,N/A
PMC9659273,"1-(((4-Fluorobenzyl)amino)methyl)-3,4-dimethoxy-9H-xanthen-9-one (38) was synthesized, as previously described [27]. An etheric solution was prepared with 38 (purity > 95%) and was cooled at −4 °C. A solution of 2.0 M hydrogen chloride in diethyl ether solution (3 mL) was added to the etheric solution, a white precipitate formed, and the resulting mixture was placed at −4 °C overnight. Dichloromethane (10 mL) was added, the suspension was centrifuged, and the supernatant was placed at −4 °C overnight. The procedure was repeated twice, and the obtained solid was washed with dichloromethane and dried in a desiccator containing phosphorus pentoxide furnishing 1-(((4-fluorobenzyl)amino)methyl)-3,4-dimethoxy-9H-xanthen-9-one hydrochloride (38). 1H NMR (CDCl3): δ = 8.32 (1H, dd, J = 8.0 and 1.7 Hz, H-8), 7.75 (1H, ddd, J = 8.5, 7.0, and 1.7 Hz, H-6), 7.59 (1H, dd, J = 8.4 and 0.9, H-5), 7.41 (1H, ddd, J = 8.0, 7.1 and 0.9 Hz, H-7), 6.98 (1H, s, H-2), 4.95 (2H, s, H-1′), 4.03 (3H, s, H-4), 4.01 (3H, s, H-3); 13C-NMR (CDCl3): δ = 179.0 (C-6), 156.1 (C-10a), 146.3 (C-12a), 143.2 (C-11a), 134.3 (C-9), 132.4 (C-12), 126.6 (C-7), 123.6 (C-8), 121.5 (C-6a), 118.2 (C-10), 117.9 (C-5), 117.0 (C-4a), 115.4 (C-5a), 76.5 (C-2), 32.6 (C-3), 27.0 (C-4), 21.7 (C-1′).  3.3. Cell Culture and Differentiation","1-(((4-Fluorobenzyl)amino)methyl)-3,4-dimethoxy-9H-xanthen-9-one hydrochloride",O=C1C2=C(OC3=C1C=CC=C3)C(OC)=C(OC)C=C2CNCC4=CC=C(F)C=C4.[H]Cl,"1H NMR (CDCl3): δ = 8.32 (1H, dd, J = 8.0 and 1.7 Hz, H-8), 7.75 (1H, ddd, J = 8.5, 7.0, and 1.7 Hz, H-6), 7.59 (1H, dd, J = 8.4 and 0.9, H-5), 7.41 (1H, ddd, J = 8.0, 7.1 and 0.9 Hz, H-7), 6.98 (1H, s, H-2), 4.95 (2H, s, H-1′), 4.03 (3H, s, H-4), 4.01 (3H, s, H-3)","13C-NMR (CDCl3): δ = 179.0 (C-6), 156.1 (C-10a), 146.3 (C-12a), 143.2 (C-11a), 134.3 (C-9), 132.4 (C-12), 126.6 (C-7), 123.6 (C-8), 121.5 (C-6a), 118.2 (C-10), 117.9 (C-5), 117.0 (C-4a), 115.4 (C-5a), 76.5 (C-2), 32.6 (C-3), 27.0 (C-4), 21.7 (C-1′)",CDCl3,"8.32 (1H, dd, J = 8.0 and 1.7 Hz, H-8), 7.75 (1H, ddd, J = 8.5, 7.0, and 1.7 Hz, H-6), 7.59 (1H, dd, J = 8.4 and 0.9, H-5), 7.41 (1H, ddd, J = 8.0, 7.1 and 0.9 Hz, H-7), 6.98 (1H, s, H-2), 4.95 (2H, s, H-1′), 4.03 (3H, s, H-4), 4.01 (3H, s, H-3)",CDCl3,"179.0, 156.1, 146.3, 143.2, 134.3, 132.4, 126.6, 123.6, 121.5, 118.2, 117.9, 117.0, 115.4, 76.5, 32.6, 27.0, 21.7",36362104.0,Int J Mol Sci. 2022 Nov 1; 23(21):13319,Int J Mol Sci,2022.0,CC BY,2022-11-17 23:24:53,no
PMC8199266,"Dimethyl-2-(((benzyloxy)carbonyl)amino)-2′-hydroxy-[1,1′-binaphthalene]-6,6′-dicarboxylate (3m) Yellowish solid. Yield: 81%. 1H-NMR (400 MHz, CDCl3) δ 8.58 (d, J = 1.6 Hz, 1H), 8.56 (d, J = 8.8 Hz, 1H), 8.39 (d, J = 2.0 Hz, 1H), 8.05 (d, J = 8.8 Hz, 1H), 8.01 (d, J = 9.2 Hz, 1H), 7.78 (dd, J = 8.8, 1.6 Hz, 1H), 7.72 (dd, J = 8.8, 1.6 Hz, 1H), 7.43 (d, J = 9.2 Hz, 1H), 7.31–7.26 (m, 3H), 7.24–7.21 (m, 2H), 7.05 (d, J = 8.8 Hz, 1H), 6.94 (d, J = 8.8 Hz, 1H), 6.60 (s, 1H), 6.34 (s, 1H), 5.02 (s, 2H), 3.91 (s, 3H), 3.84 (s, 3H). 13C-NMR (100 MHz, CDCl3) δ 167.1, 167.0, 154.6, 153.3, 138.1, 135.7, 135.4, 135.3, 133.0, 131.8, 131.6, 131.2, 129.6, 128.6, 128.5, 128.4, 128.4, 127.0, 126.6, 126.3, 125.6, 125.1, 124.0, 120.0, 119.3, 116.3, 112.3, 67.4, 52.3, 52.2. HRMS (ESI) calcd for [M + H] C32H26NO7, m/z: 536.1704, found: 536.1706.","Dimethyl-2-(((benzyloxy)carbonyl)amino)-2′-hydroxy-[1,1′-binaphthalene]-6,6′-dicarboxylate",N/A,"1H-NMR (400 MHz, CDCl3) δ 8.58 (d, J = 1.6 Hz, 1H), 8.56 (d, J = 8.8 Hz, 1H), 8.39 (d, J = 2.0 Hz, 1H), 8.05 (d, J = 8.8 Hz, 1H), 8.01 (d, J = 9.2 Hz, 1H), 7.78 (dd, J = 8.8, 1.6 Hz, 1H), 7.72 (dd, J = 8.8, 1.6 Hz, 1H), 7.43 (d, J = 9.2 Hz, 1H), 7.31–7.26 (m, 3H), 7.24–7.21 (m, 2H), 7.05 (d, J = 8.8 Hz, 1H), 6.94 (d, J = 8.8 Hz, 1H), 6.60 (s, 1H), 6.34 (s, 1H), 5.02 (s, 2H), 3.91 (s, 3H), 3.84 (s, 3H)","13C-NMR (100 MHz, CDCl3) δ 167.1, 167.0, 154.6, 153.3, 138.1, 135.7, 135.4, 135.3, 133.0, 131.8, 131.6, 131.2, 129.6, 128.6, 128.5, 128.4, 128.4, 127.0, 126.6, 126.3, 125.6, 125.1, 124.0, 120.0, 119.3, 116.3, 112.3, 67.4, 52.3, 52.2","400 MHz, CDCl3","8.58 (d, J = 1.6 Hz, 1H), 8.56 (d, J = 8.8 Hz, 1H), 8.39 (d, J = 2.0 Hz, 1H), 8.05 (d, J = 8.8 Hz, 1H), 8.01 (d, J = 9.2 Hz, 1H), 7.78 (dd, J = 8.8, 1.6 Hz, 1H), 7.72 (dd, J = 8.8, 1.6 Hz, 1H), 7.43 (d, J = 9.2 Hz, 1H), 7.31–7.26 (m, 3H), 7.24–7.21 (m, 2H), 7.05 (d, J = 8.8 Hz, 1H), 6.94 (d, J = 8.8 Hz, 1H), 6.60 (s, 1H), 6.34 (s, 1H), 5.02 (s, 2H), 3.91 (s, 3H), 3.84 (s, 3H)","100 MHz, CDCl3","167.1, 167.0, 154.6, 153.3, 138.1, 135.7, 135.4, 135.3, 133.0, 131.8, 131.6, 131.2, 129.6, 128.6, 128.5, 128.4, 128.4, 127.0, 126.6, 126.3, 125.6, 125.1, 124.0, 120.0, 119.3, 116.3, 112.3, 67.4, 52.3, 52.2",34072116.0,Molecules. 2021 May 27; 26(11):3223,Molecules,2021.0,CC BY,2021-09-02 23:46:03,no
